session_id,date,channel,device,country,landing_page,pages_viewed,session_duration_sec,bounce,product_view,pricing_view,signup_start,signup_complete,engaged,month
S00600,2026-01-22,Paid Search,Mobile,Canada,/blog,2,124.5,0,0,0,0,0,1,2026-01
S00601,2026-03-17,Direct,Mobile,United Kingdom,/products,2,106.9,0,1,0,0,0,1,2026-03
S00602,2026-02-20,Social,Mobile,United Kingdom,/products,6,177.8,0,1,1,0,0,1,2026-02
S00603,2026-01-13,Email,Desktop,Canada,/blog,1,16.1,1,0,0,0,0,0,2026-01
S00604,2026-02-08,Social,Desktop,United Kingdom,/,3,189.8,0,1,0,0,0,1,2026-02
S00605,2026-01-20,Referral,Mobile,India,/pricing,3,94.0,0,1,0,0,0,1,2026-01
S00606,2026-01-26,Social,Mobile,India,/products,6,282.3,0,1,0,0,0,1,2026-01
S00607,2026-01-23,Email,Mobile,India,/products,2,109.8,0,1,1,1,1,1,2026-01
S00608,2026-02-26,Organic Search,Desktop,Australia,/pricing,1,14.3,1,1,0,0,0,0,2026-02
S00609,2026-03-06,Social,Mobile,Australia,/products,1,15.3,1,1,0,0,0,0,2026-03
S00610,2026-01-01,Direct,Desktop,United Kingdom,/pricing,4,104.1,0,1,0,0,0,1,2026-01
S00611,2026-01-19,Direct,Mobile,India,/,4,245.4,0,1,1,1,1,1,2026-01
S00612,2026-01-15,Paid Search,Desktop,India,/products,4,335.0,0,1,0,0,0,1,2026-01
S00613,2026-01-12,Referral,Mobile,Canada,/pricing,1,3.0,1,1,0,0,0,0,2026-01
S00614,2026-01-10,Referral,Desktop,India,/,1,31.9,1,0,0,0,0,0,2026-01
S00615,2026-02-26,Organic Search,Desktop,United States,/blog,1,9.0,1,0,0,0,0,0,2026-02
S00616,2026-03-31,Social,Mobile,India,/blog,1,44.8,1,0,0,0,0,0,2026-03
S00617,2026-02-15,Social,Mobile,India,/contact,1,35.8,1,0,0,0,0,0,2026-02
S00618,2026-01-14,Direct,Desktop,United States,/products,2,147.4,0,1,1,1,0,1,2026-01
S00619,2026-03-18,Organic Search,Desktop,Australia,/products,3,276.1,0,1,0,0,0,1,2026-03
S00620,2026-03-16,Organic Search,Mobile,United Kingdom,/products,3,251.2,0,1,1,0,0,1,2026-03
S00621,2026-03-27,Social,Mobile,India,/features,1,27.3,1,1,0,0,0,0,2026-03
S00622,2026-03-19,Direct,Mobile,India,/products,5,164.6,0,1,0,0,0,1,2026-03
S00623,2026-01-27,Referral,Desktop,Australia,/products,5,136.0,0,1,0,0,0,1,2026-01
S00624,2026-02-15,Direct,Desktop,United States,/blog,3,137.0,0,1,0,0,0,1,2026-02
S00625,2026-03-20,Referral,Mobile,India,/,4,186.8,0,0,0,0,0,1,2026-03
S00626,2026-01-05,Direct,Desktop,United States,/pricing,1,14.2,1,1,1,1,0,0,2026-01
S00627,2026-02-09,Social,Desktop,India,/pricing,1,14.2,1,1,0,0,0,0,2026-02
S00628,2026-03-10,Organic Search,Desktop,India,/blog,4,193.6,0,0,0,0,0,1,2026-03
S00629,2026-03-04,Direct,Mobile,Canada,/blog,5,144.6,0,0,0,0,0,1,2026-03
S00630,2026-02-23,Social,Mobile,United States,/products,3,228.9,0,1,1,0,0,1,2026-02
S00631,2026-03-10,Referral,Mobile,India,/blog,1,6.7,1,0,0,0,0,0,2026-03
S00632,2026-02-27,Social,Mobile,India,/pricing,1,11.8,1,1,0,0,0,0,2026-02
S00633,2026-02-26,Organic Search,Mobile,Australia,/,1,9.9,1,0,0,0,0,0,2026-02
S00634,2026-02-20,Direct,Mobile,United States,/features,2,173.4,0,1,1,0,0,1,2026-02
S00635,2026-03-04,Organic Search,Mobile,United States,/blog,1,36.3,1,0,0,0,0,0,2026-03
S00636,2026-01-31,Organic Search,Desktop,India,/contact,5,169.9,0,0,0,0,0,1,2026-01
S00637,2026-01-24,Paid Search,Mobile,Australia,/blog,1,17.0,1,0,0,0,0,0,2026-01
S00638,2026-03-31,Paid Search,Desktop,Canada,/products,1,47.8,1,1,0,0,0,0,2026-03
S00639,2026-02-02,Social,Mobile,United States,/pricing,1,26.1,1,1,0,0,0,0,2026-02
S00640,2026-03-04,Email,Mobile,India,/products,3,224.6,0,1,0,0,0,1,2026-03
S00641,2026-02-05,Social,Mobile,United States,/,5,272.7,0,0,0,0,0,1,2026-02
S00642,2026-03-05,Social,Desktop,Canada,/products,3,331.6,0,1,1,1,1,1,2026-03
S00643,2026-01-25,Organic Search,Desktop,United Kingdom,/products,8,269.2,0,1,1,0,0,1,2026-01
S00644,2026-02-19,Organic Search,Mobile,Australia,/,3,215.8,0,1,0,0,0,1,2026-02
S00645,2026-02-09,Paid Search,Desktop,United States,/features,4,137.5,0,1,1,0,0,1,2026-02
S00646,2026-01-06,Email,Mobile,India,/,1,29.4,1,0,0,0,0,0,2026-01
S00647,2026-02-08,Organic Search,Desktop,India,/pricing,4,201.2,0,1,0,0,0,1,2026-02
S00648,2026-02-22,Direct,Mobile,United Kingdom,/features,4,151.7,0,1,1,1,0,1,2026-02
S00649,2026-02-05,Paid Search,Mobile,India,/blog,1,11.3,1,0,0,0,0,0,2026-02
S00650,2026-02-12,Organic Search,Mobile,India,/,1,5.3,1,0,0,0,0,0,2026-02
S00651,2026-02-15,Direct,Desktop,United Kingdom,/blog,1,56.8,1,0,0,0,0,0,2026-02
S00652,2026-02-07,Email,Mobile,India,/blog,7,336.2,0,1,0,0,0,1,2026-02
S00653,2026-02-04,Paid Search,Desktop,United Kingdom,/features,4,124.3,0,1,0,0,0,1,2026-02
S00654,2026-02-11,Organic Search,Mobile,India,/products,3,127.6,0,1,1,0,0,1,2026-02
S00655,2026-01-13,Email,Mobile,India,/,3,220.4,0,0,0,0,0,1,2026-01
S00656,2026-03-18,Direct,Mobile,India,/blog,4,235.4,0,0,0,0,0,1,2026-03
S00657,2026-02-20,Email,Desktop,United States,/products,4,164.7,0,1,0,0,0,1,2026-02
S00658,2026-03-19,Organic Search,Desktop,United Kingdom,/features,1,9.3,1,1,1,0,0,0,2026-03
S00659,2026-01-17,Paid Search,Mobile,India,/blog,1,14.1,1,0,0,0,0,0,2026-01
S00660,2026-03-19,Direct,Desktop,India,/features,5,261.8,0,1,1,0,0,1,2026-03
S00661,2026-03-30,Organic Search,Mobile,India,/contact,1,32.5,1,0,0,0,0,0,2026-03
S00662,2026-02-21,Email,Mobile,United States,/pricing,4,304.1,0,1,1,0,0,1,2026-02
S00663,2026-03-01,Organic Search,Mobile,Australia,/features,1,29.8,1,1,0,0,0,0,2026-03
S00664,2026-03-09,Organic Search,Mobile,United Kingdom,/blog,1,5.7,1,0,0,0,0,0,2026-03
S00665,2026-01-31,Direct,Mobile,India,/products,4,116.0,0,1,0,0,0,1,2026-01
S00666,2026-01-25,Paid Search,Desktop,United States,/features,3,117.2,0,1,0,0,0,1,2026-01
S00667,2026-02-06,Social,Mobile,India,/blog,5,154.3,0,0,0,0,0,1,2026-02
S00668,2026-01-14,Referral,Desktop,India,/contact,7,211.7,0,0,0,0,0,1,2026-01
S00669,2026-01-21,Organic Search,Desktop,India,/products,5,197.7,0,1,1,1,1,1,2026-01
S00670,2026-02-26,Direct,Desktop,India,/products,7,167.7,0,1,0,0,0,1,2026-02
S00671,2026-02-17,Organic Search,Desktop,India,/features,5,103.7,0,1,0,0,0,1,2026-02
S00672,2026-03-23,Paid Search,Desktop,United Kingdom,/,1,39.0,1,0,0,0,0,0,2026-03
S00673,2026-01-30,Referral,Mobile,India,/blog,2,142.8,0,0,0,0,0,1,2026-01
S00674,2026-03-02,Paid Search,Mobile,United Kingdom,/pricing,1,8.8,1,1,0,0,0,0,2026-03
S00675,2026-02-03,Paid Search,Mobile,Australia,/,3,122.3,0,0,0,0,0,1,2026-02
S00676,2026-03-25,Direct,Desktop,United States,/,8,395.4,0,0,0,0,0,1,2026-03
S00677,2026-03-12,Email,Mobile,India,/features,2,95.9,0,1,1,1,1,1,2026-03
S00678,2026-02-09,Direct,Mobile,United Kingdom,/,6,199.6,0,0,0,0,0,1,2026-02
S00679,2026-03-07,Organic Search,Desktop,India,/blog,4,176.8,0,0,0,0,0,1,2026-03
S00680,2026-02-07,Direct,Mobile,India,/blog,1,37.2,1,0,0,0,0,0,2026-02
S00681,2026-03-28,Organic Search,Desktop,India,/blog,7,236.2,0,1,0,0,0,1,2026-03
S00682,2026-03-21,Organic Search,Mobile,Canada,/products,6,161.7,0,1,1,0,0,1,2026-03
S00683,2026-01-29,Organic Search,Mobile,United Kingdom,/,4,273.2,0,1,0,0,0,1,2026-01
S00684,2026-02-21,Direct,Desktop,Canada,/features,2,203.0,0,1,0,0,0,1,2026-02
S00685,2026-01-11,Paid Search,Mobile,United States,/,1,54.6,1,0,0,0,0,0,2026-01
S00686,2026-01-22,Direct,Mobile,United States,/products,1,9.6,1,1,1,0,0,0,2026-01
S00687,2026-02-26,Direct,Mobile,Canada,/contact,4,112.6,0,1,0,0,0,1,2026-02
S00688,2026-01-04,Referral,Mobile,Canada,/products,1,13.5,1,1,1,1,1,0,2026-01
S00689,2026-01-24,Social,Desktop,India,/products,7,360.3,0,1,1,0,0,1,2026-01
S00690,2026-01-24,Direct,Desktop,Australia,/contact,7,185.9,0,0,0,0,0,1,2026-01
S00691,2026-03-16,Organic Search,Mobile,Canada,/,3,235.0,0,0,0,0,0,1,2026-03
S00692,2026-01-01,Email,Mobile,India,/,1,18.4,1,0,0,0,0,0,2026-01
S00693,2026-03-17,Organic Search,Mobile,India,/pricing,1,26.3,1,1,0,0,0,0,2026-03
S00694,2026-03-30,Direct,Desktop,India,/features,5,187.9,0,1,0,0,0,1,2026-03
S00695,2026-03-04,Email,Desktop,United Kingdom,/features,6,236.7,0,1,0,0,0,1,2026-03
S00696,2026-01-15,Direct,Mobile,India,/blog,3,95.2,0,0,0,0,0,1,2026-01
S00697,2026-01-22,Social,Mobile,India,/contact,1,20.6,1,0,0,0,0,0,2026-01
S00698,2026-01-15,Paid Search,Desktop,United States,/,1,13.4,1,0,0,0,0,0,2026-01
S00699,2026-03-16,Paid Search,Desktop,Canada,/blog,7,211.1,0,1,0,0,0,1,2026-03
S00700,2026-03-07,Organic Search,Mobile,Canada,/,3,93.1,0,0,0,0,0,1,2026-03
S00701,2026-01-10,Organic Search,Desktop,United Kingdom,/features,3,131.3,0,1,0,0,0,1,2026-01
S00702,2026-03-27,Direct,Mobile,India,/contact,2,118.0,0,0,0,0,0,1,2026-03
S00703,2026-01-04,Organic Search,Mobile,India,/products,4,397.4,0,1,1,0,0,1,2026-01
S00704,2026-01-16,Email,Desktop,United States,/features,2,179.0,0,1,0,0,0,1,2026-01
S00705,2026-03-29,Organic Search,Mobile,India,/blog,3,172.7,0,1,0,0,0,1,2026-03
S00706,2026-01-20,Paid Search,Mobile,United States,/,4,155.1,0,0,0,0,0,1,2026-01
S00707,2026-03-07,Social,Desktop,Australia,/blog,2,273.2,0,1,0,0,0,1,2026-03
S00708,2026-02-01,Social,Desktop,United States,/contact,1,4.2,1,0,0,0,0,0,2026-02
S00709,2026-02-07,Direct,Mobile,United States,/products,9,299.1,0,1,0,0,0,1,2026-02
S00710,2026-02-14,Direct,Desktop,United States,/,9,386.6,0,0,0,0,0,1,2026-02
S00711,2026-02-12,Referral,Desktop,Canada,/contact,3,227.1,0,0,0,0,0,1,2026-02
S00712,2026-01-07,Paid Search,Mobile,India,/products,1,3.0,1,1,1,0,0,0,2026-01
S00713,2026-01-14,Social,Tablet,India,/pricing,1,27.7,1,1,0,0,0,0,2026-01
S00714,2026-01-04,Email,Desktop,India,/blog,3,232.4,0,0,0,0,0,1,2026-01
S00715,2026-03-18,Social,Mobile,United States,/blog,6,256.3,0,0,0,0,0,1,2026-03
S00716,2026-01-01,Organic Search,Mobile,India,/products,1,11.4,1,1,1,1,0,0,2026-01
S00717,2026-03-15,Paid Search,Desktop,India,/,1,14.1,1,0,0,0,0,0,2026-03
S00718,2026-03-31,Organic Search,Tablet,United Kingdom,/features,2,246.7,0,1,1,1,0,1,2026-03
S00719,2026-01-28,Paid Search,Mobile,India,/pricing,3,139.8,0,1,1,0,0,1,2026-01
S00720,2026-02-28,Referral,Mobile,United States,/blog,1,27.4,1,0,0,0,0,0,2026-02
S00721,2026-02-28,Direct,Desktop,India,/features,1,7.9,1,1,1,0,0,0,2026-02
S00722,2026-03-23,Direct,Mobile,India,/,3,92.4,0,1,1,1,1,1,2026-03
S00723,2026-01-01,Organic Search,Mobile,India,/features,1,11.6,1,1,0,0,0,0,2026-01
S00724,2026-03-11,Referral,Desktop,India,/blog,1,36.6,1,0,0,0,0,0,2026-03
S00725,2026-03-20,Organic Search,Desktop,Australia,/contact,2,286.3,0,1,1,0,0,1,2026-03
S00726,2026-03-23,Organic Search,Desktop,Australia,/products,4,225.0,0,1,1,0,0,1,2026-03
S00727,2026-01-04,Organic Search,Desktop,United States,/products,6,214.9,0,1,0,0,0,1,2026-01
S00728,2026-02-05,Organic Search,Mobile,United States,/blog,1,29.1,1,0,0,0,0,0,2026-02
S00729,2026-03-13,Direct,Desktop,United Kingdom,/contact,2,91.5,0,0,0,0,0,1,2026-03
S00730,2026-03-14,Direct,Mobile,Canada,/contact,3,117.8,0,0,0,0,0,1,2026-03
S00731,2026-01-29,Organic Search,Mobile,India,/products,5,166.0,0,1,0,0,0,1,2026-01
S00732,2026-03-29,Organic Search,Desktop,India,/pricing,3,239.8,0,1,0,0,0,1,2026-03
S00733,2026-02-13,Organic Search,Desktop,United States,/,5,120.6,0,0,0,0,0,1,2026-02
S00734,2026-02-16,Direct,Desktop,Australia,/blog,4,394.5,0,0,0,0,0,1,2026-02
S00735,2026-02-23,Organic Search,Mobile,India,/features,1,38.6,1,1,1,1,1,0,2026-02
S00736,2026-03-14,Paid Search,Tablet,India,/features,6,146.3,0,1,0,0,0,1,2026-03
S00737,2026-01-29,Organic Search,Desktop,India,/products,3,291.1,0,1,0,0,0,1,2026-01
S00738,2026-03-28,Organic Search,Desktop,India,/contact,4,223.3,0,0,0,0,0,1,2026-03
S00739,2026-02-19,Direct,Desktop,United Kingdom,/,4,138.2,0,0,0,0,0,1,2026-02
S00740,2026-03-08,Direct,Mobile,India,/pricing,1,18.7,1,1,1,0,0,0,2026-03
S00741,2026-03-02,Organic Search,Desktop,Australia,/pricing,4,118.7,0,1,1,1,1,1,2026-03
S00742,2026-01-01,Organic Search,Desktop,United Kingdom,/pricing,4,179.6,0,1,0,0,0,1,2026-01
S00743,2026-03-16,Email,Desktop,India,/blog,1,24.3,1,0,0,0,0,0,2026-03
S00744,2026-03-13,Organic Search,Desktop,United Kingdom,/blog,1,46.6,1,0,0,0,0,0,2026-03
S00745,2026-03-21,Direct,Desktop,United Kingdom,/,1,18.9,1,0,0,0,0,0,2026-03
S00746,2026-01-10,Direct,Mobile,India,/,4,206.1,0,1,0,0,0,1,2026-01
S00747,2026-01-19,Direct,Mobile,India,/pricing,1,3.0,1,1,1,0,0,0,2026-01
S00748,2026-03-26,Direct,Tablet,Canada,/blog,1,18.6,1,0,0,0,0,0,2026-03
S00749,2026-03-16,Social,Tablet,India,/pricing,2,152.3,0,1,0,0,0,1,2026-03
S00750,2026-03-20,Email,Tablet,India,/products,8,218.7,0,1,1,0,0,1,2026-03
S00751,2026-02-10,Organic Search,Mobile,India,/,3,313.4,0,1,1,1,0,1,2026-02
S00752,2026-01-30,Direct,Mobile,India,/features,5,232.0,0,1,1,0,0,1,2026-01
S00753,2026-01-20,Organic Search,Desktop,United States,/pricing,1,20.9,1,1,1,1,0,0,2026-01
S00754,2026-02-27,Direct,Desktop,India,/pricing,3,158.4,0,1,1,0,0,1,2026-02
S00755,2026-01-24,Paid Search,Mobile,United States,/pricing,4,136.7,0,1,1,1,0,1,2026-01
S00756,2026-03-29,Organic Search,Desktop,India,/products,2,242.6,0,1,0,0,0,1,2026-03
S00757,2026-03-29,Direct,Mobile,Canada,/products,3,210.0,0,1,0,0,0,1,2026-03
S00758,2026-01-30,Referral,Mobile,India,/,3,324.1,0,0,0,0,0,1,2026-01
S00759,2026-01-06,Organic Search,Mobile,Australia,/blog,1,15.1,1,0,0,0,0,0,2026-01
S00760,2026-03-09,Direct,Mobile,Australia,/products,1,43.8,1,1,0,0,0,0,2026-03
S00761,2026-03-07,Paid Search,Mobile,India,/products,1,9.8,1,1,1,0,0,0,2026-03
S00762,2026-01-30,Organic Search,Desktop,United States,/contact,4,332.8,0,0,0,0,0,1,2026-01
S00763,2026-01-06,Organic Search,Desktop,India,/products,1,8.6,1,1,1,1,1,0,2026-01
S00764,2026-02-15,Organic Search,Desktop,Canada,/pricing,2,112.5,0,1,0,0,0,1,2026-02
S00765,2026-03-28,Email,Mobile,United States,/products,1,25.1,1,1,0,0,0,0,2026-03
S00766,2026-03-26,Organic Search,Mobile,India,/products,3,120.8,0,1,0,0,0,1,2026-03
S00767,2026-01-26,Organic Search,Mobile,India,/,5,211.1,0,0,0,0,0,1,2026-01
S00768,2026-02-11,Organic Search,Desktop,India,/features,1,16.1,1,1,0,0,0,0,2026-02
S00769,2026-02-03,Organic Search,Mobile,United Kingdom,/pricing,1,21.5,1,1,1,0,0,0,2026-02
S00770,2026-01-02,Paid Search,Desktop,United Kingdom,/blog,4,115.7,0,0,0,0,0,1,2026-01
S00771,2026-02-28,Organic Search,Desktop,India,/contact,1,21.1,1,0,0,0,0,0,2026-02
S00772,2026-02-15,Paid Search,Desktop,India,/,1,15.2,1,0,0,0,0,0,2026-02
S00773,2026-01-23,Paid Search,Mobile,India,/blog,3,99.4,0,0,0,0,0,1,2026-01
S00774,2026-01-29,Email,Mobile,United States,/,3,197.5,0,1,0,0,0,1,2026-01
S00775,2026-01-23,Organic Search,Mobile,India,/pricing,3,242.6,0,1,0,0,0,1,2026-01
S00776,2026-03-18,Email,Mobile,India,/features,4,99.0,0,1,0,0,0,1,2026-03
S00777,2026-02-13,Paid Search,Desktop,Canada,/,4,127.9,0,1,0,0,0,1,2026-02
S00778,2026-03-14,Organic Search,Mobile,India,/contact,3,257.6,0,0,0,0,0,1,2026-03
S00779,2026-01-20,Social,Desktop,United Kingdom,/pricing,1,12.2,1,1,1,0,0,0,2026-01
S00780,2026-03-11,Email,Mobile,India,/products,2,140.7,0,1,0,0,0,1,2026-03
S00781,2026-03-09,Organic Search,Tablet,India,/,3,175.9,0,0,0,0,0,1,2026-03
S00782,2026-03-04,Email,Tablet,United States,/pricing,3,207.9,0,1,1,0,0,1,2026-03
S00783,2026-03-08,Direct,Mobile,India,/pricing,3,238.8,0,1,1,1,0,1,2026-03
S00784,2026-03-30,Paid Search,Desktop,India,/products,2,154.0,0,1,0,0,0,1,2026-03
S00785,2026-03-12,Referral,Mobile,Australia,/pricing,6,283.9,0,1,0,0,0,1,2026-03
S00786,2026-01-26,Direct,Desktop,Canada,/,5,103.3,0,0,0,0,0,1,2026-01
S00787,2026-01-30,Social,Desktop,United Kingdom,/contact,1,30.0,1,0,0,0,0,0,2026-01
S00788,2026-01-08,Organic Search,Desktop,India,/products,1,12.2,1,1,0,0,0,0,2026-01
S00789,2026-03-04,Social,Desktop,India,/pricing,6,231.1,0,1,1,1,0,1,2026-03
S00790,2026-03-04,Paid Search,Mobile,India,/features,1,15.5,1,1,1,1,1,0,2026-03
S00791,2026-01-25,Organic Search,Desktop,Australia,/blog,7,172.5,0,0,0,0,0,1,2026-01
S00792,2026-02-27,Direct,Desktop,United Kingdom,/features,4,123.9,0,1,0,0,0,1,2026-02
S00793,2026-03-29,Organic Search,Mobile,United States,/contact,3,312.2,0,1,1,1,1,1,2026-03
S00794,2026-02-03,Organic Search,Mobile,Australia,/products,6,132.4,0,1,0,0,0,1,2026-02
S00795,2026-03-29,Organic Search,Desktop,India,/products,1,7.8,1,1,0,0,0,0,2026-03
S00796,2026-01-02,Direct,Desktop,United States,/blog,1,9.9,1,0,0,0,0,0,2026-01
S00797,2026-01-07,Organic Search,Mobile,India,/,5,161.1,0,0,0,0,0,1,2026-01
S00798,2026-02-03,Organic Search,Desktop,India,/blog,1,30.7,1,0,0,0,0,0,2026-02
S00799,2026-03-08,Social,Desktop,Australia,/,1,26.3,1,0,0,0,0,0,2026-03
S00800,2026-01-16,Paid Search,Mobile,Canada,/features,1,32.1,1,1,1,0,0,0,2026-01
S00801,2026-01-25,Social,Mobile,India,/blog,1,80.1,1,0,0,0,0,0,2026-01
S00802,2026-01-14,Organic Search,Desktop,India,/pricing,2,104.6,0,1,0,0,0,1,2026-01
S00803,2026-01-11,Email,Desktop,United States,/products,7,166.6,0,1,0,0,0,1,2026-01
S00804,2026-03-21,Paid Search,Mobile,India,/contact,3,199.3,0,1,1,0,0,1,2026-03
S00805,2026-01-18,Organic Search,Mobile,United States,/blog,1,7.0,1,0,0,0,0,0,2026-01
S00806,2026-02-15,Organic Search,Desktop,United States,/features,4,87.5,0,1,1,1,1,1,2026-02
S00807,2026-03-08,Paid Search,Desktop,India,/features,4,266.1,0,1,0,0,0,1,2026-03
S00808,2026-02-16,Organic Search,Desktop,India,/,3,152.0,0,1,1,1,1,1,2026-02
S00809,2026-02-02,Direct,Mobile,India,/,1,4.9,1,0,0,0,0,0,2026-02
S00810,2026-01-13,Referral,Desktop,Australia,/products,1,3.2,1,1,1,1,1,0,2026-01
S00811,2026-03-24,Organic Search,Mobile,India,/blog,8,214.5,0,0,0,0,0,1,2026-03
S00812,2026-03-26,Organic Search,Mobile,United States,/blog,6,184.2,0,1,1,0,0,1,2026-03
S00813,2026-02-10,Referral,Desktop,India,/products,1,28.0,1,1,1,1,0,0,2026-02
S00814,2026-02-03,Paid Search,Desktop,United States,/contact,1,11.0,1,0,0,0,0,0,2026-02
S00815,2026-02-26,Organic Search,Mobile,India,/,8,205.1,0,0,0,0,0,1,2026-02
S00816,2026-02-22,Email,Desktop,India,/features,2,257.7,0,1,1,1,1,1,2026-02
S00817,2026-01-04,Email,Mobile,United Kingdom,/pricing,2,91.6,0,1,1,0,0,1,2026-01
S00818,2026-01-08,Direct,Mobile,United Kingdom,/products,5,165.8,0,1,1,1,1,1,2026-01
S00819,2026-01-10,Paid Search,Mobile,India,/,2,52.1,0,1,0,0,0,1,2026-01
S00820,2026-02-18,Organic Search,Mobile,India,/blog,3,140.8,0,0,0,0,0,1,2026-02
S00821,2026-03-12,Organic Search,Desktop,Australia,/features,7,152.7,0,1,1,0,0,1,2026-03
S00822,2026-01-08,Paid Search,Desktop,India,/products,1,29.8,1,1,0,0,0,0,2026-01
S00823,2026-02-22,Organic Search,Desktop,India,/pricing,2,79.2,0,1,1,0,0,1,2026-02
S00824,2026-02-09,Paid Search,Mobile,India,/blog,5,189.0,0,0,0,0,0,1,2026-02
S00825,2026-01-16,Social,Mobile,India,/products,1,19.8,1,1,1,0,0,0,2026-01
S00826,2026-03-20,Organic Search,Mobile,United States,/blog,1,11.0,1,0,0,0,0,0,2026-03
S00827,2026-01-28,Paid Search,Desktop,United States,/pricing,4,152.7,0,1,1,0,0,1,2026-01
S00828,2026-01-05,Organic Search,Mobile,United States,/features,2,186.2,0,1,0,0,0,1,2026-01
S00829,2026-02-01,Email,Mobile,United States,/blog,1,13.4,1,0,0,0,0,0,2026-02
S00830,2026-02-05,Organic Search,Desktop,India,/,7,185.1,0,1,0,0,0,1,2026-02
S00831,2026-01-06,Paid Search,Desktop,United Kingdom,/features,1,19.4,1,1,1,1,1,0,2026-01
S00832,2026-01-23,Direct,Mobile,India,/products,1,22.9,1,1,1,0,0,0,2026-01
S00833,2026-01-17,Direct,Mobile,India,/contact,1,24.0,1,0,0,0,0,0,2026-01
S00834,2026-01-18,Paid Search,Desktop,United States,/blog,1,34.3,1,0,0,0,0,0,2026-01
S00835,2026-03-26,Social,Mobile,India,/,1,50.0,1,0,0,0,0,0,2026-03
S00836,2026-02-05,Paid Search,Mobile,India,/blog,3,147.1,0,0,0,0,0,1,2026-02
S00837,2026-02-14,Social,Desktop,India,/,6,193.1,0,0,0,0,0,1,2026-02
S00838,2026-03-24,Referral,Mobile,United States,/features,6,111.9,0,1,1,0,0,1,2026-03
S00839,2026-01-14,Direct,Mobile,India,/contact,5,215.1,0,0,0,0,0,1,2026-01
S00840,2026-02-11,Direct,Mobile,United Kingdom,/blog,5,167.0,0,1,0,0,0,1,2026-02
S00841,2026-01-20,Organic Search,Mobile,United Kingdom,/pricing,2,198.9,0,1,0,0,0,1,2026-01
S00842,2026-02-25,Social,Mobile,United States,/blog,1,8.8,1,0,0,0,0,0,2026-02
S00843,2026-01-01,Direct,Mobile,India,/products,1,7.1,1,1,0,0,0,0,2026-01
S00844,2026-03-17,Direct,Mobile,United Kingdom,/,6,134.3,0,0,0,0,0,1,2026-03
S00845,2026-02-24,Organic Search,Mobile,India,/contact,1,34.3,1,0,0,0,0,0,2026-02
S00846,2026-01-11,Email,Desktop,Australia,/products,2,164.0,0,1,1,1,0,1,2026-01
S00847,2026-01-05,Direct,Desktop,United States,/products,3,118.4,0,1,1,0,0,1,2026-01
S00848,2026-01-31,Paid Search,Mobile,India,/products,2,279.3,0,1,0,0,0,1,2026-01
S00849,2026-02-19,Organic Search,Mobile,United Kingdom,/contact,1,51.2,1,0,0,0,0,0,2026-02
S00850,2026-01-04,Referral,Desktop,India,/contact,1,12.0,1,0,0,0,0,0,2026-01
S00851,2026-03-13,Organic Search,Tablet,India,/products,2,206.7,0,1,1,0,0,1,2026-03
S00852,2026-01-09,Organic Search,Desktop,India,/products,7,214.0,0,1,1,1,1,1,2026-01
S00853,2026-01-10,Email,Mobile,United States,/features,3,194.4,0,1,1,1,0,1,2026-01
S00854,2026-01-25,Email,Mobile,United Kingdom,/products,3,172.1,0,1,1,0,0,1,2026-01
S00855,2026-02-18,Organic Search,Mobile,Canada,/contact,5,248.4,0,1,0,0,0,1,2026-02
S00856,2026-02-24,Direct,Desktop,India,/features,4,87.4,0,1,0,0,0,1,2026-02
S00857,2026-01-02,Social,Desktop,United States,/blog,1,3.0,1,0,0,0,0,0,2026-01
S00858,2026-02-09,Email,Mobile,United States,/,1,16.0,1,0,0,0,0,0,2026-02
S00859,2026-03-25,Direct,Mobile,United States,/blog,1,8.3,1,0,0,0,0,0,2026-03
S00860,2026-01-18,Direct,Mobile,India,/contact,1,15.5,1,0,0,0,0,0,2026-01
S00861,2026-03-28,Social,Desktop,India,/products,1,3.0,1,1,0,0,0,0,2026-03
S00862,2026-01-05,Social,Mobile,United Kingdom,/features,6,258.4,0,1,1,1,1,1,2026-01
S00863,2026-02-27,Social,Desktop,India,/products,1,14.4,1,1,0,0,0,0,2026-02
S00864,2026-02-13,Paid Search,Desktop,India,/contact,1,15.7,1,0,0,0,0,0,2026-02
S00865,2026-02-16,Organic Search,Desktop,United States,/blog,1,56.8,1,0,0,0,0,0,2026-02
S00866,2026-01-04,Email,Mobile,India,/,1,6.0,1,0,0,0,0,0,2026-01
S00867,2026-02-13,Email,Desktop,India,/pricing,1,28.8,1,1,1,1,0,0,2026-02
S00868,2026-01-17,Social,Desktop,India,/,1,10.8,1,0,0,0,0,0,2026-01
S00869,2026-01-22,Organic Search,Mobile,United States,/products,1,3.3,1,1,1,0,0,0,2026-01
S00870,2026-01-06,Organic Search,Mobile,Australia,/features,3,134.0,0,1,1,0,0,1,2026-01
S00871,2026-01-18,Social,Desktop,India,/products,1,47.6,1,1,0,0,0,0,2026-01
S00872,2026-02-21,Organic Search,Mobile,India,/contact,1,18.9,1,0,0,0,0,0,2026-02
S00873,2026-01-09,Referral,Mobile,United Kingdom,/,5,173.2,0,1,0,0,0,1,2026-01
S00874,2026-01-14,Direct,Mobile,India,/blog,1,11.8,1,0,0,0,0,0,2026-01
S00875,2026-01-08,Paid Search,Mobile,Australia,/contact,5,134.3,0,0,0,0,0,1,2026-01
