session_id,event_order,date,channel,device,page_path
S00910,2,2026-01-14,Organic Search,Mobile,/pricing
S00910,3,2026-01-14,Organic Search,Mobile,/features
S00911,1,2026-02-01,Social,Tablet,/contact
S00912,1,2026-03-23,Email,Mobile,/blog
S00912,2,2026-03-23,Email,Mobile,/features
S00912,3,2026-03-23,Email,Mobile,/contact
S00913,1,2026-02-11,Email,Mobile,/products
S00913,2,2026-02-11,Email,Mobile,/features
S00913,3,2026-02-11,Email,Mobile,/blog
S00914,1,2026-02-16,Referral,Mobile,/blog
S00914,2,2026-02-16,Referral,Mobile,/features
S00914,3,2026-02-16,Referral,Mobile,/contact
S00915,1,2026-02-22,Referral,Mobile,/contact
S00916,1,2026-03-13,Referral,Desktop,/
S00917,1,2026-03-06,Organic Search,Desktop,/features
S00917,2,2026-03-06,Organic Search,Desktop,/products
S00917,3,2026-03-06,Organic Search,Desktop,/pricing
S00917,4,2026-03-06,Organic Search,Desktop,/blog
S00917,5,2026-03-06,Organic Search,Desktop,/contact
S00918,1,2026-02-17,Organic Search,Desktop,/products
S00919,1,2026-02-08,Organic Search,Desktop,/
S00920,1,2026-02-25,Direct,Mobile,/features
S00921,1,2026-02-01,Organic Search,Mobile,/
S00921,2,2026-02-01,Organic Search,Mobile,/products
S00922,1,2026-02-05,Email,Mobile,/blog
S00923,1,2026-02-22,Paid Search,Desktop,/
S00923,2,2026-02-22,Paid Search,Desktop,/features
S00923,3,2026-02-22,Paid Search,Desktop,/blog
S00923,4,2026-02-22,Paid Search,Desktop,/contact
S00924,1,2026-01-15,Direct,Mobile,/blog
S00925,1,2026-02-11,Organic Search,Mobile,/blog
S00925,2,2026-02-11,Organic Search,Mobile,/features
S00925,3,2026-02-11,Organic Search,Mobile,/contact
S00925,4,2026-02-11,Organic Search,Mobile,/products
S00925,5,2026-02-11,Organic Search,Mobile,/pricing
S00926,1,2026-02-16,Organic Search,Mobile,/features
S00926,2,2026-02-16,Organic Search,Mobile,/products
S00926,3,2026-02-16,Organic Search,Mobile,/blog
S00927,1,2026-03-29,Organic Search,Desktop,/features
S00928,1,2026-03-30,Email,Desktop,/blog
S00928,2,2026-03-30,Email,Desktop,/features
S00928,3,2026-03-30,Email,Desktop,/contact
S00928,4,2026-03-30,Email,Desktop,/products
S00929,1,2026-01-12,Paid Search,Desktop,/products
S00930,1,2026-01-03,Social,Mobile,/
S00931,1,2026-03-15,Organic Search,Tablet,/blog
S00931,2,2026-03-15,Organic Search,Tablet,/features
S00931,3,2026-03-15,Organic Search,Tablet,/contact
S00931,4,2026-03-15,Organic Search,Tablet,/products
S00932,1,2026-02-01,Direct,Mobile,/pricing
S00932,2,2026-02-01,Direct,Mobile,/products
S00932,3,2026-02-01,Direct,Mobile,/features
S00933,1,2026-01-22,Direct,Mobile,/
S00933,2,2026-01-22,Direct,Mobile,/features
S00933,3,2026-01-22,Direct,Mobile,/blog
S00933,4,2026-01-22,Direct,Mobile,/contact
S00934,1,2026-01-09,Social,Mobile,/contact
S00934,2,2026-01-09,Social,Mobile,/features
S00934,3,2026-01-09,Social,Mobile,/blog
S00934,4,2026-01-09,Social,Mobile,/products
S00935,1,2026-01-01,Social,Mobile,/products
S00936,1,2026-03-03,Organic Search,Mobile,/
S00936,2,2026-03-03,Organic Search,Mobile,/features
S00936,3,2026-03-03,Organic Search,Mobile,/blog
S00937,1,2026-02-02,Referral,Mobile,/features
S00938,1,2026-01-30,Organic Search,Mobile,/pricing
S00938,2,2026-01-30,Organic Search,Mobile,/products
S00938,3,2026-01-30,Organic Search,Mobile,/features
S00939,1,2026-02-18,Email,Desktop,/blog
S00939,2,2026-02-18,Email,Desktop,/products
S00939,3,2026-02-18,Email,Desktop,/pricing
S00939,4,2026-02-18,Email,Desktop,/signup
S00939,5,2026-02-18,Email,Desktop,/features
S00939,6,2026-02-18,Email,Desktop,/contact
S00940,1,2026-03-30,Organic Search,Desktop,/
S00941,1,2026-01-08,Organic Search,Desktop,/products
S00941,2,2026-01-08,Organic Search,Desktop,/features
S00941,3,2026-01-08,Organic Search,Desktop,/blog
S00941,4,2026-01-08,Organic Search,Desktop,/contact
S00942,1,2026-01-16,Email,Desktop,/blog
S00942,2,2026-01-16,Email,Desktop,/features
S00943,1,2026-01-18,Organic Search,Mobile,/products
S00943,2,2026-01-18,Organic Search,Mobile,/pricing
S00943,3,2026-01-18,Organic Search,Mobile,/signup
S00944,1,2026-02-11,Direct,Desktop,/blog
S00944,2,2026-02-11,Direct,Desktop,/products
S00945,1,2026-03-09,Direct,Mobile,/products
S00945,2,2026-03-09,Direct,Mobile,/pricing
S00945,3,2026-03-09,Direct,Mobile,/features
S00945,4,2026-03-09,Direct,Mobile,/blog
S00946,1,2026-03-30,Organic Search,Mobile,/products
S00946,2,2026-03-30,Organic Search,Mobile,/features
S00946,3,2026-03-30,Organic Search,Mobile,/blog
S00946,4,2026-03-30,Organic Search,Mobile,/contact
S00946,5,2026-03-30,Organic Search,Mobile,/pricing
S00947,1,2026-03-02,Paid Search,Mobile,/
S00948,1,2026-01-18,Email,Desktop,/products
S00948,2,2026-01-18,Email,Desktop,/pricing
S00948,3,2026-01-18,Email,Desktop,/signup
S00948,4,2026-01-18,Email,Desktop,/features
S00949,1,2026-03-07,Email,Mobile,/products
S00950,1,2026-01-11,Direct,Desktop,/blog
S00951,1,2026-02-27,Direct,Mobile,/pricing
S00951,2,2026-02-27,Direct,Mobile,/products
S00951,3,2026-02-27,Direct,Mobile,/pricing
S00952,1,2026-03-01,Organic Search,Mobile,/
S00952,2,2026-03-01,Organic Search,Mobile,/products
S00952,3,2026-03-01,Organic Search,Mobile,/pricing
S00952,4,2026-03-01,Organic Search,Mobile,/signup
S00952,5,2026-03-01,Organic Search,Mobile,/thank-you
S00953,1,2026-01-22,Organic Search,Mobile,/pricing
S00953,2,2026-01-22,Organic Search,Mobile,/products
S00953,3,2026-01-22,Organic Search,Mobile,/pricing
S00953,4,2026-01-22,Organic Search,Mobile,/features
S00954,1,2026-01-07,Organic Search,Mobile,/products
S00955,1,2026-01-22,Referral,Mobile,/products
S00956,1,2026-02-06,Email,Desktop,/features
S00956,2,2026-02-06,Email,Desktop,/products
S00956,3,2026-02-06,Email,Desktop,/pricing
S00956,4,2026-02-06,Email,Desktop,/signup
S00956,5,2026-02-06,Email,Desktop,/thank-you
S00957,1,2026-02-11,Social,Mobile,/blog
S00958,1,2026-01-26,Direct,Mobile,/blog
S00958,2,2026-01-26,Direct,Mobile,/products
S00958,3,2026-01-26,Direct,Mobile,/features
S00958,4,2026-01-26,Direct,Mobile,/contact
S00958,5,2026-01-26,Direct,Mobile,/pricing
S00959,1,2026-03-21,Direct,Desktop,/products
S00959,2,2026-03-21,Direct,Desktop,/pricing
S00960,1,2026-02-13,Direct,Mobile,/
S00960,2,2026-02-13,Direct,Mobile,/features
S00961,1,2026-02-01,Direct,Mobile,/blog
S00961,2,2026-02-01,Direct,Mobile,/features
S00961,3,2026-02-01,Direct,Mobile,/contact
S00961,4,2026-02-01,Direct,Mobile,/products
S00961,5,2026-02-01,Direct,Mobile,/pricing
S00962,1,2026-01-09,Direct,Mobile,/pricing
S00962,2,2026-01-09,Direct,Mobile,/products
S00962,3,2026-01-09,Direct,Mobile,/features
S00962,4,2026-01-09,Direct,Mobile,/blog
S00963,1,2026-02-22,Organic Search,Mobile,/blog
S00963,2,2026-02-22,Organic Search,Mobile,/products
S00964,1,2026-03-21,Organic Search,Mobile,/contact
S00965,1,2026-03-02,Referral,Desktop,/products
S00965,2,2026-03-02,Referral,Desktop,/pricing
S00965,3,2026-03-02,Referral,Desktop,/features
S00965,4,2026-03-02,Referral,Desktop,/blog
S00965,5,2026-03-02,Referral,Desktop,/contact
S00966,1,2026-01-08,Direct,Mobile,/features
S00966,2,2026-01-08,Direct,Mobile,/products
S00966,3,2026-01-08,Direct,Mobile,/blog
S00967,1,2026-01-05,Referral,Desktop,/pricing
S00967,2,2026-01-05,Referral,Desktop,/products
S00967,3,2026-01-05,Referral,Desktop,/pricing
S00967,4,2026-01-05,Referral,Desktop,/features
S00967,5,2026-01-05,Referral,Desktop,/blog
S00967,6,2026-01-05,Referral,Desktop,/contact
S00968,1,2026-03-24,Organic Search,Mobile,/products
S00968,2,2026-03-24,Organic Search,Mobile,/features
S00968,3,2026-03-24,Organic Search,Mobile,/blog
S00969,1,2026-01-18,Direct,Desktop,/
S00970,1,2026-03-13,Organic Search,Desktop,/blog
S00971,1,2026-01-03,Organic Search,Mobile,/products
S00971,2,2026-01-03,Organic Search,Mobile,/features
S00971,3,2026-01-03,Organic Search,Mobile,/blog
S00971,4,2026-01-03,Organic Search,Mobile,/contact
S00972,1,2026-03-17,Organic Search,Mobile,/blog
S00973,1,2026-01-06,Organic Search,Mobile,/blog
S00973,2,2026-01-06,Organic Search,Mobile,/products
S00973,3,2026-01-06,Organic Search,Mobile,/pricing
S00973,4,2026-01-06,Organic Search,Mobile,/features
S00973,5,2026-01-06,Organic Search,Mobile,/contact
S00974,1,2026-03-06,Email,Tablet,/pricing
S00974,2,2026-03-06,Email,Tablet,/products
S00974,3,2026-03-06,Email,Tablet,/pricing
S00974,4,2026-03-06,Email,Tablet,/signup
S00974,5,2026-03-06,Email,Tablet,/thank-you
S00974,6,2026-03-06,Email,Tablet,/features
S00975,1,2026-03-18,Direct,Tablet,/pricing
S00975,2,2026-03-18,Direct,Tablet,/products
S00975,3,2026-03-18,Direct,Tablet,/features
S00976,1,2026-03-29,Paid Search,Mobile,/blog
S00976,2,2026-03-29,Paid Search,Mobile,/products
S00976,3,2026-03-29,Paid Search,Mobile,/features
S00976,4,2026-03-29,Paid Search,Mobile,/contact
S00977,1,2026-01-20,Direct,Desktop,/pricing
S00978,1,2026-03-14,Direct,Mobile,/features
S00978,2,2026-03-14,Direct,Mobile,/products
S00978,3,2026-03-14,Direct,Mobile,/pricing
S00978,4,2026-03-14,Direct,Mobile,/blog
S00979,1,2026-01-12,Direct,Mobile,/
S00979,2,2026-01-12,Direct,Mobile,/features
S00980,1,2026-02-07,Organic Search,Desktop,/contact
S00980,2,2026-02-07,Organic Search,Desktop,/products
S00980,3,2026-02-07,Organic Search,Desktop,/features
S00980,4,2026-02-07,Organic Search,Desktop,/blog
S00980,5,2026-02-07,Organic Search,Desktop,/pricing
S00981,1,2026-02-14,Referral,Mobile,/
S00981,2,2026-02-14,Referral,Mobile,/products
S00981,3,2026-02-14,Referral,Mobile,/pricing
S00982,1,2026-03-16,Social,Mobile,/products
S00982,2,2026-03-16,Social,Mobile,/features
S00982,3,2026-03-16,Social,Mobile,/blog
S00982,4,2026-03-16,Social,Mobile,/contact
S00982,5,2026-03-16,Social,Mobile,/pricing
S00983,1,2026-01-20,Social,Desktop,/blog
S00983,2,2026-01-20,Social,Desktop,/features
S00983,3,2026-01-20,Social,Desktop,/contact
S00983,4,2026-01-20,Social,Desktop,/products
S00983,5,2026-01-20,Social,Desktop,/pricing
S00984,1,2026-03-26,Direct,Mobile,/
S00984,2,2026-03-26,Direct,Mobile,/products
S00984,3,2026-03-26,Direct,Mobile,/pricing
S00985,1,2026-02-02,Organic Search,Desktop,/products
S00985,2,2026-02-02,Organic Search,Desktop,/features
S00985,3,2026-02-02,Organic Search,Desktop,/blog
S00985,4,2026-02-02,Organic Search,Desktop,/contact
S00985,5,2026-02-02,Organic Search,Desktop,/pricing
S00986,1,2026-03-19,Referral,Mobile,/
S00986,2,2026-03-19,Referral,Mobile,/features
S00986,3,2026-03-19,Referral,Mobile,/blog
S00986,4,2026-03-19,Referral,Mobile,/contact
S00986,5,2026-03-19,Referral,Mobile,/products
S00987,1,2026-03-18,Direct,Mobile,/blog
S00987,2,2026-03-18,Direct,Mobile,/products
S00987,3,2026-03-18,Direct,Mobile,/features
S00987,4,2026-03-18,Direct,Mobile,/contact
S00987,5,2026-03-18,Direct,Mobile,/pricing
S00988,1,2026-02-26,Organic Search,Mobile,/pricing
S00989,1,2026-02-07,Direct,Tablet,/
S00989,2,2026-02-07,Direct,Tablet,/features
S00989,3,2026-02-07,Direct,Tablet,/blog
S00990,1,2026-03-24,Social,Mobile,/pricing
S00991,1,2026-03-30,Paid Search,Mobile,/products
S00992,1,2026-02-20,Social,Desktop,/contact
S00992,2,2026-02-20,Social,Desktop,/features
S00992,3,2026-02-20,Social,Desktop,/blog
S00992,4,2026-02-20,Social,Desktop,/products
S00993,1,2026-01-19,Social,Tablet,/
S00994,1,2026-01-20,Organic Search,Desktop,/blog
S00994,2,2026-01-20,Organic Search,Desktop,/products
S00994,3,2026-01-20,Organic Search,Desktop,/features
S00995,1,2026-02-15,Referral,Mobile,/pricing
S00996,1,2026-01-16,Direct,Mobile,/pricing
S00996,2,2026-01-16,Direct,Mobile,/products
S00996,3,2026-01-16,Direct,Mobile,/pricing
S00997,1,2026-02-04,Paid Search,Desktop,/contact
S00997,2,2026-02-04,Paid Search,Desktop,/products
S00998,1,2026-03-04,Organic Search,Desktop,/products
S00998,2,2026-03-04,Organic Search,Desktop,/features
S00998,3,2026-03-04,Organic Search,Desktop,/blog
S00998,4,2026-03-04,Organic Search,Desktop,/contact
S00999,1,2026-03-24,Referral,Desktop,/blog
S00999,2,2026-03-24,Referral,Desktop,/products
S00999,3,2026-03-24,Referral,Desktop,/pricing
S00999,4,2026-03-24,Referral,Desktop,/signup
S01000,1,2026-02-01,Organic Search,Desktop,/pricing
S01001,1,2026-03-11,Organic Search,Mobile,/blog
S01002,1,2026-01-09,Direct,Mobile,/products
S01002,2,2026-01-09,Direct,Mobile,/features
S01002,3,2026-01-09,Direct,Mobile,/blog
S01003,1,2026-01-21,Organic Search,Mobile,/products
S01003,2,2026-01-21,Organic Search,Mobile,/features
S01003,3,2026-01-21,Organic Search,Mobile,/blog
S01003,4,2026-01-21,Organic Search,Mobile,/contact
S01003,5,2026-01-21,Organic Search,Mobile,/pricing
S01004,1,2026-01-07,Organic Search,Mobile,/
S01004,2,2026-01-07,Organic Search,Mobile,/products
S01004,3,2026-01-07,Organic Search,Mobile,/pricing
S01004,4,2026-01-07,Organic Search,Mobile,/signup
S01004,5,2026-01-07,Organic Search,Mobile,/features
S01005,1,2026-02-05,Paid Search,Mobile,/
S01005,2,2026-02-05,Paid Search,Mobile,/products
S01005,3,2026-02-05,Paid Search,Mobile,/features
S01005,4,2026-02-05,Paid Search,Mobile,/blog
S01006,1,2026-01-12,Direct,Mobile,/contact
S01007,1,2026-03-19,Referral,Desktop,/features
S01008,1,2026-03-11,Organic Search,Desktop,/products
S01008,2,2026-03-11,Organic Search,Desktop,/pricing
S01008,3,2026-03-11,Organic Search,Desktop,/signup
S01008,4,2026-03-11,Organic Search,Desktop,/thank-you
S01008,5,2026-03-11,Organic Search,Desktop,/features
S01009,1,2026-03-17,Social,Desktop,/pricing
S01009,2,2026-03-17,Social,Desktop,/products
S01009,3,2026-03-17,Social,Desktop,/pricing
S01009,4,2026-03-17,Social,Desktop,/signup
S01010,1,2026-01-05,Direct,Desktop,/blog
S01010,2,2026-01-05,Direct,Desktop,/features
S01010,3,2026-01-05,Direct,Desktop,/contact
S01011,1,2026-01-09,Paid Search,Desktop,/products
S01011,2,2026-01-09,Paid Search,Desktop,/pricing
S01011,3,2026-01-09,Paid Search,Desktop,/signup
S01011,4,2026-01-09,Paid Search,Desktop,/thank-you
S01012,1,2026-03-11,Paid Search,Desktop,/pricing
S01012,2,2026-03-11,Paid Search,Desktop,/products
S01012,3,2026-03-11,Paid Search,Desktop,/pricing
S01012,4,2026-03-11,Paid Search,Desktop,/signup
S01012,5,2026-03-11,Paid Search,Desktop,/thank-you
S01013,1,2026-03-19,Direct,Mobile,/blog
S01013,2,2026-03-19,Direct,Mobile,/features
S01013,3,2026-03-19,Direct,Mobile,/contact
S01013,4,2026-03-19,Direct,Mobile,/products
S01013,5,2026-03-19,Direct,Mobile,/pricing
S01014,1,2026-01-01,Referral,Desktop,/products
S01014,2,2026-01-01,Referral,Desktop,/features
S01014,3,2026-01-01,Referral,Desktop,/blog
S01015,1,2026-02-24,Direct,Mobile,/pricing
S01015,2,2026-02-24,Direct,Mobile,/products
S01015,3,2026-02-24,Direct,Mobile,/pricing
S01016,1,2026-01-07,Organic Search,Mobile,/products
S01017,1,2026-01-08,Paid Search,Mobile,/
S01018,1,2026-03-20,Email,Desktop,/blog
S01018,2,2026-03-20,Email,Desktop,/products
S01019,1,2026-02-21,Organic Search,Desktop,/blog
S01020,1,2026-03-16,Direct,Desktop,/contact
S01021,1,2026-03-30,Email,Tablet,/products
S01021,2,2026-03-30,Email,Tablet,/pricing
S01022,1,2026-02-22,Social,Desktop,/blog
S01022,2,2026-02-22,Social,Desktop,/products
S01023,1,2026-01-01,Referral,Mobile,/contact
S01024,1,2026-01-21,Direct,Desktop,/blog
S01024,2,2026-01-21,Direct,Desktop,/features
S01025,1,2026-03-15,Paid Search,Desktop,/contact
S01025,2,2026-03-15,Paid Search,Desktop,/features
S01025,3,2026-03-15,Paid Search,Desktop,/blog
S01025,4,2026-03-15,Paid Search,Desktop,/products
S01025,5,2026-03-15,Paid Search,Desktop,/pricing
S01026,1,2026-01-05,Organic Search,Desktop,/contact
S01026,2,2026-01-05,Organic Search,Desktop,/features
S01027,1,2026-02-27,Referral,Mobile,/features
S01027,2,2026-02-27,Referral,Mobile,/products
S01027,3,2026-02-27,Referral,Mobile,/blog
S01027,4,2026-02-27,Referral,Mobile,/contact
S01027,5,2026-02-27,Referral,Mobile,/pricing
S01028,1,2026-02-04,Direct,Mobile,/contact
S01028,2,2026-02-04,Direct,Mobile,/features
S01028,3,2026-02-04,Direct,Mobile,/blog
S01029,1,2026-03-09,Social,Desktop,/blog
S01029,2,2026-03-09,Social,Desktop,/products
S01030,1,2026-03-12,Direct,Mobile,/pricing
S01030,2,2026-03-12,Direct,Mobile,/products
S01030,3,2026-03-12,Direct,Mobile,/features
S01030,4,2026-03-12,Direct,Mobile,/blog
S01030,5,2026-03-12,Direct,Mobile,/contact
S01031,1,2026-02-05,Paid Search,Mobile,/features
S01031,2,2026-02-05,Paid Search,Mobile,/products
S01031,3,2026-02-05,Paid Search,Mobile,/pricing
S01031,4,2026-02-05,Paid Search,Mobile,/blog
S01031,5,2026-02-05,Paid Search,Mobile,/contact
S01032,1,2026-02-18,Paid Search,Mobile,/features
S01032,2,2026-02-18,Paid Search,Mobile,/products
S01032,3,2026-02-18,Paid Search,Mobile,/pricing
S01032,4,2026-02-18,Paid Search,Mobile,/signup
S01032,5,2026-02-18,Paid Search,Mobile,/thank-you
S01033,1,2026-02-10,Direct,Mobile,/
S01034,1,2026-03-15,Email,Mobile,/products
S01034,2,2026-03-15,Email,Mobile,/features
S01034,3,2026-03-15,Email,Mobile,/blog
S01034,4,2026-03-15,Email,Mobile,/contact
S01034,5,2026-03-15,Email,Mobile,/pricing
S01035,1,2026-03-17,Direct,Tablet,/products
S01035,2,2026-03-17,Direct,Tablet,/pricing
S01036,1,2026-03-02,Paid Search,Desktop,/features
S01037,1,2026-01-12,Direct,Desktop,/products
S01037,2,2026-01-12,Direct,Desktop,/features
S01037,3,2026-01-12,Direct,Desktop,/blog
S01038,1,2026-03-22,Direct,Mobile,/products
S01038,2,2026-03-22,Direct,Mobile,/features
S01038,3,2026-03-22,Direct,Mobile,/blog
S01038,4,2026-03-22,Direct,Mobile,/contact
S01038,5,2026-03-22,Direct,Mobile,/pricing
S01039,1,2026-03-03,Direct,Mobile,/pricing
S01040,1,2026-03-10,Organic Search,Mobile,/
S01041,1,2026-01-18,Organic Search,Mobile,/contact
S01041,2,2026-01-18,Organic Search,Mobile,/features
S01041,3,2026-01-18,Organic Search,Mobile,/blog
S01042,1,2026-01-16,Paid Search,Mobile,/pricing
S01043,1,2026-03-10,Paid Search,Desktop,/products
S01043,2,2026-03-10,Paid Search,Desktop,/pricing
S01043,3,2026-03-10,Paid Search,Desktop,/signup
S01043,4,2026-03-10,Paid Search,Desktop,/thank-you
S01044,1,2026-01-20,Paid Search,Tablet,/products
S01045,1,2026-03-15,Organic Search,Mobile,/features
S01045,2,2026-03-15,Organic Search,Mobile,/products
S01045,3,2026-03-15,Organic Search,Mobile,/pricing
S01046,1,2026-01-27,Direct,Mobile,/blog
S01046,2,2026-01-27,Direct,Mobile,/products
S01046,3,2026-01-27,Direct,Mobile,/features
S01046,4,2026-01-27,Direct,Mobile,/contact
S01047,1,2026-03-29,Organic Search,Mobile,/pricing
S01047,2,2026-03-29,Organic Search,Mobile,/products
S01047,3,2026-03-29,Organic Search,Mobile,/pricing
S01047,4,2026-03-29,Organic Search,Mobile,/features
S01048,1,2026-01-24,Social,Mobile,/products
S01049,1,2026-02-11,Email,Mobile,/features
S01050,1,2026-01-13,Organic Search,Mobile,/features
S01051,1,2026-02-03,Paid Search,Mobile,/blog
S01051,2,2026-02-03,Paid Search,Mobile,/products
S01051,3,2026-02-03,Paid Search,Mobile,/pricing
S01051,4,2026-02-03,Paid Search,Mobile,/features
S01052,1,2026-03-13,Organic Search,Mobile,/pricing
S01053,1,2026-03-22,Organic Search,Desktop,/contact
S01053,2,2026-03-22,Organic Search,Desktop,/features
S01053,3,2026-03-22,Organic Search,Desktop,/blog
S01053,4,2026-03-22,Organic Search,Desktop,/products
S01054,1,2026-01-27,Organic Search,Mobile,/blog
S01055,1,2026-03-01,Organic Search,Mobile,/products
S01056,1,2026-02-15,Paid Search,Mobile,/contact
S01057,1,2026-01-13,Email,Mobile,/features
S01057,2,2026-01-13,Email,Mobile,/products
S01057,3,2026-01-13,Email,Mobile,/pricing
S01057,4,2026-01-13,Email,Mobile,/signup
S01057,5,2026-01-13,Email,Mobile,/thank-you
S01058,1,2026-03-27,Organic Search,Mobile,/blog
S01059,1,2026-01-13,Direct,Desktop,/blog
S01059,2,2026-01-13,Direct,Desktop,/products
S01059,3,2026-01-13,Direct,Desktop,/features
S01059,4,2026-01-13,Direct,Desktop,/contact
S01060,1,2026-01-27,Paid Search,Desktop,/products
S01061,1,2026-01-15,Referral,Desktop,/pricing
S01061,2,2026-01-15,Referral,Desktop,/products
S01061,3,2026-01-15,Referral,Desktop,/pricing
S01061,4,2026-01-15,Referral,Desktop,/signup
S01061,5,2026-01-15,Referral,Desktop,/features
S01061,6,2026-01-15,Referral,Desktop,/blog
S01062,1,2026-02-24,Paid Search,Mobile,/products
S01063,1,2026-03-27,Organic Search,Mobile,/blog
S01064,1,2026-02-15,Paid Search,Mobile,/products
S01064,2,2026-02-15,Paid Search,Mobile,/features
S01065,1,2026-01-29,Direct,Mobile,/products
S01065,2,2026-01-29,Direct,Mobile,/pricing
S01065,3,2026-01-29,Direct,Mobile,/features
S01065,4,2026-01-29,Direct,Mobile,/blog
S01065,5,2026-01-29,Direct,Mobile,/contact
S01066,1,2026-03-22,Referral,Desktop,/contact
S01066,2,2026-03-22,Referral,Desktop,/products
S01067,1,2026-03-25,Direct,Mobile,/
S01068,1,2026-03-27,Paid Search,Mobile,/features
S01069,1,2026-02-18,Organic Search,Mobile,/products
S01070,1,2026-03-30,Direct,Mobile,/
S01070,2,2026-03-30,Direct,Mobile,/features
S01070,3,2026-03-30,Direct,Mobile,/blog
S01071,1,2026-01-08,Email,Desktop,/
S01071,2,2026-01-08,Email,Desktop,/features
S01072,1,2026-01-22,Paid Search,Mobile,/products
S01073,1,2026-03-25,Direct,Mobile,/pricing
S01073,2,2026-03-25,Direct,Mobile,/products
S01073,3,2026-03-25,Direct,Mobile,/features
S01073,4,2026-03-25,Direct,Mobile,/blog
S01074,1,2026-03-25,Referral,Mobile,/products
S01074,2,2026-03-25,Referral,Mobile,/features
S01074,3,2026-03-25,Referral,Mobile,/blog
S01074,4,2026-03-25,Referral,Mobile,/contact
S01074,5,2026-03-25,Referral,Mobile,/pricing
S01075,1,2026-03-28,Email,Desktop,/blog
S01076,1,2026-03-18,Direct,Mobile,/pricing
S01077,1,2026-01-26,Direct,Desktop,/
S01077,2,2026-01-26,Direct,Desktop,/products
S01077,3,2026-01-26,Direct,Desktop,/pricing
S01077,4,2026-01-26,Direct,Desktop,/features
S01078,1,2026-02-15,Direct,Mobile,/products
S01079,1,2026-01-04,Paid Search,Mobile,/
S01079,2,2026-01-04,Paid Search,Mobile,/features
S01079,3,2026-01-04,Paid Search,Mobile,/blog
S01079,4,2026-01-04,Paid Search,Mobile,/contact
S01079,5,2026-01-04,Paid Search,Mobile,/products
S01080,1,2026-02-23,Direct,Desktop,/
S01080,2,2026-02-23,Direct,Desktop,/products
S01080,3,2026-02-23,Direct,Desktop,/pricing
S01080,4,2026-02-23,Direct,Desktop,/signup
S01080,5,2026-02-23,Direct,Desktop,/thank-you
S01081,1,2026-03-01,Organic Search,Mobile,/products
S01082,1,2026-01-01,Email,Mobile,/blog
S01082,2,2026-01-01,Email,Mobile,/features
S01082,3,2026-01-01,Email,Mobile,/contact
S01082,4,2026-01-01,Email,Mobile,/products
S01082,5,2026-01-01,Email,Mobile,/pricing
S01083,1,2026-03-09,Referral,Mobile,/blog
S01084,1,2026-03-20,Email,Mobile,/features
S01084,2,2026-03-20,Email,Mobile,/products
S01084,3,2026-03-20,Email,Mobile,/blog
S01084,4,2026-03-20,Email,Mobile,/contact
S01084,5,2026-03-20,Email,Mobile,/pricing
S01085,1,2026-02-06,Referral,Mobile,/blog
S01085,2,2026-02-06,Referral,Mobile,/products
S01086,1,2026-01-22,Social,Desktop,/pricing
S01087,1,2026-02-01,Social,Mobile,/products
S01088,1,2026-02-15,Social,Mobile,/
S01089,1,2026-01-03,Direct,Mobile,/blog
S01089,2,2026-01-03,Direct,Mobile,/products
S01089,3,2026-01-03,Direct,Mobile,/pricing
S01089,4,2026-01-03,Direct,Mobile,/signup
S01090,1,2026-03-02,Direct,Desktop,/products
S01090,2,2026-03-02,Direct,Desktop,/features
S01090,3,2026-03-02,Direct,Desktop,/blog
S01090,4,2026-03-02,Direct,Desktop,/contact
S01090,5,2026-03-02,Direct,Desktop,/pricing
S01091,1,2026-02-25,Organic Search,Mobile,/products
S01091,2,2026-02-25,Organic Search,Mobile,/features
S01091,3,2026-02-25,Organic Search,Mobile,/blog
S01092,1,2026-03-14,Paid Search,Mobile,/contact
S01092,2,2026-03-14,Paid Search,Mobile,/products
S01093,1,2026-03-17,Organic Search,Desktop,/
S01093,2,2026-03-17,Organic Search,Desktop,/features
S01093,3,2026-03-17,Organic Search,Desktop,/blog
S01093,4,2026-03-17,Organic Search,Desktop,/contact
S01093,5,2026-03-17,Organic Search,Desktop,/products
S01093,6,2026-03-17,Organic Search,Desktop,/pricing
S01094,1,2026-03-13,Organic Search,Desktop,/
S01094,2,2026-03-13,Organic Search,Desktop,/products
S01094,3,2026-03-13,Organic Search,Desktop,/features
S01094,4,2026-03-13,Organic Search,Desktop,/blog
S01094,5,2026-03-13,Organic Search,Desktop,/contact
S01094,6,2026-03-13,Organic Search,Desktop,/pricing
S01095,1,2026-02-27,Paid Search,Tablet,/contact
S01095,2,2026-02-27,Paid Search,Tablet,/products
S01095,3,2026-02-27,Paid Search,Tablet,/pricing
S01095,4,2026-02-27,Paid Search,Tablet,/features
S01096,1,2026-02-27,Direct,Mobile,/products
S01097,1,2026-01-28,Organic Search,Mobile,/products
S01097,2,2026-01-28,Organic Search,Mobile,/features
S01097,3,2026-01-28,Organic Search,Mobile,/blog
S01097,4,2026-01-28,Organic Search,Mobile,/contact
S01098,1,2026-01-28,Social,Mobile,/
S01099,1,2026-03-08,Email,Desktop,/products
S01099,2,2026-03-08,Email,Desktop,/pricing
S01099,3,2026-03-08,Email,Desktop,/signup
S01099,4,2026-03-08,Email,Desktop,/thank-you
S01099,5,2026-03-08,Email,Desktop,/features
S01100,1,2026-03-17,Organic Search,Mobile,/contact
S01100,2,2026-03-17,Organic Search,Mobile,/products
